,adult,belongs_to_collection,collection_name,budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,date_grp,cpi_index,cpi_current,inflation_rate,budget_diff,budget_adj,revenue_diff,revenue_adj,original_language_full
233,False,473848,High&Low The Movie Collection,0.0,Action,965731,ja,HiGH&LOW THE WORST X,189.9,2022-09-09,0.0,119,Released,HiGH&LOW THE WORST X (CROSS),2.0,1,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,Japanese
237,False,988126,Brahmāstra Collection,22000000.0,Action,496331,hi,ब्रह्मास्त्र पहला भाग: शिवा,16.88,2022-09-08,0.0,168,Released,Brahmāstra Part One: Shiva,6.66,95,22-Sep,296.808,296.797,-3.71e-05,-815.37,21999184.63,0.0,0.0,Hindi
240,False,736824,Confidential Assignment,0.0,Action,736820,ko,공조 2: 인터내셔날,12.84,2022-09-07,0.0,129,Released,Confidential Assignment 2: International,7.4,13,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,Korean
242,False,1003332,Untold Collection,0.0,Documentary,1002310,en,Untold: The Race of the Century,19.69,2022-09-06,0.0,83,Released,Untold: The Race of the Century,7.31,18,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
243,False,903782,The Bad Seed Collection,0.0,Drama,897338,en,The Bad Seed Returns,34.6,2022-09-05,0.0,88,Released,The Bad Seed Returns,7.12,43,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
247,False,1023655,Snowflake/Tornado,0.0,Comedy,1020051,en,Stewart Lee: Snowflake,1.17,2022-09-04,0.0,60,Released,Stewart Lee: Snowflake,7.5,4,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
248,False,182813,Clerks Collection,7000000.0,Comedy,635891,en,Clerks III,26.15,2022-09-04,0.0,100,Released,Clerks III,6.3,97,22-Sep,296.808,296.797,-3.71e-05,-259.44,6999740.56,0.0,0.0,English
249,False,1014744,Ely + Bea (Collezione),0.0,Family,1014530,en,Ivy + Bean: Doomed to Dance,36.34,2022-09-02,0.0,57,Released,Ivy + Bean: Doomed to Dance,7.5,4,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
251,False,1014744,Ely + Bea (Collezione),0.0,Family,862558,en,Ivy + Bean,2.84,2022-09-02,0.0,58,Released,Ivy + Bean,6.6,5,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
254,False,1014744,Ely + Bea (Collezione),0.0,Family,1014676,en,Ivy + Bean: The Ghost That Had to Go,31.8,2022-09-02,0.0,62,Released,Ivy + Bean: The Ghost That Had to Go,6.7,6,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
256,False,774972,Femalien Collection,0.0,Science Fiction,1021079,en,Femalien: Starlight Saga,3.15,2022-09-02,0.0,71,Released,Femalien: Starlight Saga,5.0,1,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
257,False,1036702,Icarus Collection,0.0,Documentary,1019428,en,Icarus: The Aftermath,0.84,2022-09-02,0.0,111,Released,Icarus: The Aftermath,0.0,0,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
258,False,988589,Dragon Fury Collection,0.0,Action,988586,en,Dragon Fury: Wrath Of Fire,1.88,2022-09-01,0.0,80,Released,Dragon Fury: Wrath Of Fire,0.0,0,22-Sep,296.808,296.797,-3.71e-05,0.0,0.0,0.0,0.0,English
261,False,1003332,Untold Collection,0.0,Documentary,1002307,en,Untold: Operation Flagrant Foul,4.67,2022-08-30,0.0,77,Released,Untold: Operation Flagrant Foul,6.98,25,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
262,False,1036633,Uncle Tom Collection,0.0,Documentary,1014963,en,Uncle Tom II: An American Odyssey,2.62,2022-08-26,0.0,117,Released,Uncle Tom II: An American Odyssey,9.7,3,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
263,False,1018273,Känguru Filmreihe,0.0,Comedy,979251,de,Die Känguru-Verschwörung,1.91,2022-08-25,0.0,101,Released,The Kangaroo Conspiracy,5.46,13,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,German
264,False,925155,Demon Slayer: Kimetsu no Yaiba - Collection,0.0,Animation,895003,ja,鬼滅の刃 浅草編,47.65,2022-08-25,0.0,103,Released,Demon Slayer: Kimetsu no Yaiba - Asakusa Arc,8.38,4,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Japanese
266,False,492969,The Adventures of Tad Jones,0.0,Animation,676701,es,Tadeo Jones 3: La Tabla Esmeralda,259.77,2022-08-24,0.0,89,Released,"Tad, the Lost Explorer and the Emerald Tablet",7.75,186,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Spanish
271,False,1025014,"And Then ""Brothers"" Came",0.0,Documentary,1015733,uk,Маріуполь. Невтрачена надія,0.6,2022-08-24,0.0,92,Released,Mariupol. Unlost Hope,0.0,0,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Ukrainian
272,False,702624,After Collection,0.0,Romance,744276,en,After Ever Happy,222.38,2022-08-24,12467270.0,95,Released,After Ever Happy,6.93,729,22-Aug,296.171,296.797,0.002109186,0.0,0.0,26295.79,12493565.79,English
274,False,1003332,Untold Collection,0.0,Documentary,1002305,en,Untold: The Rise and Fall of AND1,5.97,2022-08-23,0.0,69,Released,Untold: The Rise and Fall of AND1,7.24,23,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
275,False,964274,The Melchior Collection,0.0,Crime,964269,et,Apteeker Melchior: Viirastus,0.81,2022-08-19,0.0,90,Released,Melchior the Apothecary: The Ghost,6.0,3,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Estonian
279,False,901648,Methagu Collection,0.0,War,901521,ta,மேதகு-II,0.78,2022-08-19,0.0,109,Released,Methagu-II,0.0,0,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Tamil
282,False,946939,Jiivi Collection,0.0,Crime,946937,ta,ஜீவி 2,0.6,2022-08-19,0.0,109,Released,Jiivi 2,7.67,3,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Tamil
285,False,818916,Fisherman's Friends Collection,0.0,Music,684006,en,Fisherman's Friends: One and All,6.55,2022-08-19,0.0,112,Released,Fisherman's Friends: One and All,6.78,9,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
288,False,829561,365 Days Collection,0.0,Romance,829560,pl,Kolejne 365 dni,170.8,2022-08-19,0.0,112,Released,The Next 365 Days,6.6,646,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Polish
290,False,913777,New Gods Collection,0.0,Animation,844075,zh,新神榜：杨戬,7.67,2022-08-19,70826303.0,127,Released,New Gods: Yang Jian,6.3,9,22-Aug,296.171,296.797,0.002109186,0.0,0.0,149385.83,70975688.83,Chinese
293,False,884454,Tricky Old Dogs Collection,7000000.0,Comedy,884453,fr,Les vieux fourneaux 2 : Bons pour l'asile,4.76,2022-08-17,0.0,97,Released,Tricky Old Dogs 2,6.0,13,22-Aug,296.171,296.797,0.002109186,14764.3,7014764.3,0.0,0.0,French
294,False,14246,Sniper Collection,0.0,Action,997120,en,Sniper: Rogue Mission,95.79,2022-08-15,0.0,96,Released,Sniper: Rogue Mission,6.76,70,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
297,False,1012724,Karthikeya Collection,0.0,Action,894762,te,కార్తికేయ 2,3.16,2022-08-13,10384945.0,145,Released,Karthikeya 2,7.4,15,22-Aug,296.171,296.797,0.002109186,0.0,0.0,21903.78,10406848.78,Telugu
301,False,1055162,The Set Up Collection,0.0,Crime,1011981,en,The Set Up 2,1.34,2022-08-12,0.0,110,Released,The Set Up 2,0.0,0,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
303,False,729322,Gabriel's Inferno Collection,0.0,Romance,971961,en,Gabriel's Rapture: Part III,7.65,2022-08-12,0.0,133,Released,Gabriel's Rapture: Part III,8.08,100,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
304,False,23456,One Piece Collection,0.0,Animation,900667,ja,ONE PIECE FILM RED,126.89,2022-08-06,150797338.0,115,Released,One Piece Film Red,7.28,264,22-Aug,296.171,296.797,0.002109186,0.0,0.0,318059.59,151115397.59,Japanese
308,False,1004630,LEGO Star Wars (Seasonal) Collection,0.0,Family,980804,en,LEGO Star Wars Summer Vacation,26.78,2022-08-05,0.0,45,Released,LEGO Star Wars Summer Vacation,6.0,41,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,English
313,False,961590,Eberhofer Collection,0.0,Comedy,851238,de,Guglhupfgeschwader,4.75,2022-08-04,0.0,97,Released,Guglhupfgeschwader,6.88,17,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,German
315,False,991946,Satan's Slaves - Collection,0.0,Drama,925786,id,Pengabdi Setan 2: Communion,21.87,2022-08-04,0.0,119,Released,Satan's Slaves 2: Communion,7.3,26,22-Aug,296.171,296.797,0.002109186,0.0,0.0,0.0,0.0,Indonesian
318,False,399,Predator Collection,65000000.0,Thriller,766507,en,Prey,311.61,2022-08-02,0.0,100,Released,Prey,7.82,4984,22-Aug,296.171,296.797,0.002109186,137097.07,65137097.07,0.0,0.0,English
321,False,222639,Detective Dee Collection,0.0,Action,1006635,zh,狄仁杰之九龙玄棺,1.6,2022-07-30,0.0,70,Released,Detective Dee and Nine Dragon Coffin,2.0,1,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Chinese
324,False,93369,Ringu Collection,0.0,Horror,940417,ja,貞子DX,3.96,2022-07-30,1910819.0,100,Released,Sadako DX,3.33,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,3354.27,1914173.27,Japanese
326,False,1021287,Villain Collection,0.0,Action,682401,hi,एक विलेन रिटर्न्स,3.85,2022-07-29,0.0,127,Released,Ek Villain Returns,5.6,17,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Hindi
329,False,180006,Scorpio Nights Collection,0.0,Thriller,990485,tl,Scorpio Nights 3,22.6,2022-07-28,0.0,112,Released,Scorpio Nights 3,6.67,6,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Tagalog
330,False,760193,Orphan Collection,0.0,Horror,760161,en,Orphan: First Kill,344.37,2022-07-27,9572765.0,99,Released,Orphan: First Kill,6.8,1471,22-Jul,296.276,296.797,0.001755409,0.0,0.0,16804.11,9589569.11,English
332,False,798289,Crimes of the South,0.0,Crime,798223,es,Pipa,14.97,2022-07-27,0.0,116,Released,Recurrence,5.56,81,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Spanish
333,False,660359,Admiral Yi Collection,0.0,History,588108,ko,한산: 용의 출현,72.43,2022-07-27,0.0,130,Released,Hansan: Rising Dragon,7.23,24,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Korean
337,False,553013,WNUF Halloween Collection,0.0,Horror,553010,en,Out There Halloween Mega Tape,1.41,2022-07-25,0.0,91,Released,Out There Halloween Mega Tape,8.0,2,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
339,False,1022762,Jackass Shark Week Collection,0.0,Documentary,1001870,en,Jackass Shark Week 2.0,4.44,2022-07-24,0.0,60,Released,Jackass Shark Week 2.0,3.0,2,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
340,False,222639,Detective Dee Collection,0.0,Action,1003623,zh,狄仁傑之浴火麒麟,1.24,2022-07-23,0.0,86,Released,Di Renjie and Fire Unicorn,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Chinese
342,False,950672,Kamen Rider Revice Collection,0.0,Action,937316,ja,劇場版 仮面ライダーリバイス バトルファミリア,3.48,2022-07-22,0.0,62,Released,Kamen Rider Revice The Movie: Battle Familia,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Japanese
345,False,1002035,Sivi Collection,0.0,Horror,1002007,ta,சிவி 2,0.84,2022-07-22,0.0,125,Released,Sivi 2,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Tamil
347,False,968995,RE:cycle of the PENGUINDRUM Collection,0.0,Animation,968993,ja,劇場版 RE:cycle of the PENGUINDRUM ［後編］僕は君を愛してる,2.43,2022-07-22,0.0,145,Released,RE:cycle of the PENGUINDRUM Part 2: I Love You,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Japanese
352,False,991940,Ghost Writer - Collection,0.0,Comedy,683407,id,Ghost Writer 2,1.45,2022-07-21,0.0,115,Released,Ghost Writer 2,7.7,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Indonesian
354,False,1036830,Just Retired Collection,0.0,Comedy,892535,fr,Joyeuse retraite 2,3.69,2022-07-20,0.0,92,Released,Just Retired 2,4.15,27,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,French
355,False,1000386,Alienoid Movie Collection,24457676.0,Science Fiction,601796,ko,외계+인 1부,80.16,2022-07-20,0.0,143,Released,Alienoid,7.3,86,22-Jul,296.276,296.797,0.001755409,42933.21,24500609.21,0.0,0.0,Korean
359,False,1015452,Queen of the Trap House Collection,0.0,Crime,1010137,en,Queen of the Trap House 2: Taking the Throne,0.75,2022-07-19,0.0,82,Released,Queen of the Trap House 2: Taking the Throne,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
362,False,832266,The Queen of Kung Fu Collection,0.0,Drama,1001074,zh,霍家拳之铁臂娇娃3,0.98,2022-07-17,0.0,88,Released,The Queen of Kung Fu 3,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Chinese
363,False,1032216,Baby Oopsie Collection,0.0,Horror,1000723,en,Baby Oopsie: Murder Dolls,0.75,2022-07-15,0.0,85,Released,Baby Oopsie: Murder Dolls,3.0,1,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
364,False,987163,The Railway Children Collection,0.0,Drama,826680,en,The Railway Children Return,9.88,2022-07-15,0.0,95,Released,The Railway Children Return,6.75,73,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
367,False,669836,Father There Is Only One Collection,0.0,Comedy,975120,es,Padre no hay mas que Uno 3,87.86,2022-07-15,0.0,99,Released,Father There Is Only One 3,7.6,170,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Spanish
369,False,982641,Kingdom Collection,0.0,Action,961420,ja,キングダム2 遥かなる大地へ,13.18,2022-07-15,0.0,134,Released,Kingdom 2: Far and Away,6.0,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Japanese
373,False,797576,The Reef Collection,0.0,Thriller,730167,en,The Reef: Stalked,14.01,2022-07-14,0.0,93,Released,The Reef: Stalked,6.3,134,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
375,False,993732,South Park the Streaming Wars Collection,0.0,Animation,993729,en,South Park the Streaming Wars Part 2,13.81,2022-07-13,0.0,52,Released,South Park the Streaming Wars Part 2,7.48,57,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
377,False,1002630,Si Saben Como Me Pongo Collection,0.0,Comedy,998771,es,Si Saben Como me pongo Pa Que Me Invitan? 2,18.95,2022-07-13,0.0,85,Released,Si Saben Como me pongo Pa Que Me Invitan? 2,3.0,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Spanish
378,False,148603,Ducobu Collection,10400000.0,Comedy,811886,fr,Ducobu Président !,2.33,2022-07-13,0.0,90,Released,Ducobu 4 President,4.71,21,22-Jul,296.276,296.797,0.001755409,18256.25,10418256.25,0.0,0.0,French
379,False,984132,Sob o sol de Riccione (Coleção),0.0,Romance,873127,it,Sotto il sole di Amalfi,12.18,2022-07-13,0.0,90,Released,Under the Amalfi Sun,6.04,110,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Italian
381,False,1005134,The Gray Man Collection,200000000.0,Action,725201,en,The Gray Man,116.36,2022-07-13,0.0,128,Released,The Gray Man,7.02,2572,22-Jul,296.276,296.797,0.001755409,351081.72,200351081.72,0.0,0.0,English
383,False,222639,Detective Dee Collection,0.0,Drama,997308,zh,狄仁杰之九层妖楼,0.69,2022-07-09,0.0,63,Released,Detective Dee and Nine-story Demon Building,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Chinese
385,False,222639,Detective Dee Collection,0.0,Action,998709,zh,狄仁杰之借尸还魂,1.6,2022-07-09,0.0,73,Released,Detective Dee and Resurrection from the Dead,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Chinese
387,False,811796,Tooth Fairy - Collection,0.0,Horror,979757,en,Tooth Fairy: Queen of Pain,0.69,2022-07-09,0.0,86,Released,Tooth Fairy: Queen of Pain,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
388,False,683698,Zombies (Disney) Collection,36000000.0,Music,809107,en,Z-O-M-B-I-E-S 3,40.27,2022-07-09,0.0,88,Released,Z-O-M-B-I-E-S 3,7.56,297,22-Jul,296.276,296.797,0.001755409,63194.71,36063194.71,0.0,0.0,English
394,False,964274,The Melchior Collection,0.0,Crime,936723,et,Apteeker Melchior,2.4,2022-07-09,0.0,100,Released,Melchior the Apothecary,6.0,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Estonian
398,False,1020946,Khuda Haafiz Collection,0.0,Drama,965653,hi,खुदा हाफिज़ २: अग्निपरीक्षा,1.85,2022-07-08,0.0,146,Released,Khuda Haafiz Chapter 2: Agni Pariksha,6.6,10,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Hindi
400,False,1015220,Ori naa kodaka metaverse,0.0,Action,920736,te,Happy Birthday,2.44,2022-07-08,3294.0,154,Released,Happy Birthday,6.33,3,22-Jul,296.276,296.797,0.001755409,0.0,0.0,5.78,3299.78,Telugu
403,False,744481,Foil Arms and Hog Collection,0.0,Comedy,1006588,en,Foil Arms and Hog: Swines,0.6,2022-07-06,0.0,69,Released,Foil Arms and Hog: Swines,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
404,False,1000985,De Grote Slijm Collection,0.0,Family,993807,nl,De allergrootste slijmfilm,0.96,2022-07-06,0.0,81,Released,De allergrootste slijmfilm,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,Dutch
406,False,131296,Thor Collection,250000000.0,Fantasy,616037,en,Thor: Love and Thunder,341.22,2022-07-06,760928081.0,119,Released,Thor: Love and Thunder,6.66,5175,22-Jul,296.276,296.797,0.001755409,438852.14,250438852.14,1335739.68,762263820.68,English
409,False,993199,Kau & Dia Collection,0.0,Drama,992125,en,Kau & Dia 2,0.95,2022-07-01,0.0,117,Released,Kau & Dia 2,0.0,0,22-Jul,296.276,296.797,0.001755409,0.0,0.0,0.0,0.0,English
411,False,559483,Bon Bini Holland Collection,0.0,Comedy,800309,nl,Bon Bini Holland 3,1.4,2022-06-30,0.0,84,Released,Bon Bini Holland 3,5.17,6,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Dutch
412,False,821702,Bad Ben Collection,0.0,Horror,952302,en,Bad Ben: Eulogy,0.88,2022-06-30,0.0,92,Released,Bad Ben: Eulogy,0.0,0,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
414,False,544669,Minions Collection,85000000.0,Animation,438148,en,Minions: The Rise of Gru,305.8,2022-06-29,939000000.0,87,Released,Minions: The Rise of Gru,7.49,2508,22-Jun,296.311,296.797,0.001637483,139186.04,85139186.04,1537596.4,940537596.4,English
417,False,1004047,Boys on Film Collection,0.0,Drama,975703,en,Boys on Film 22: Love to Love You,1.94,2022-06-27,0.0,144,Released,Boys on Film 22: Love to Love You,1.0,1,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
419,False,509215,Chocolate City Collection,0.0,no_genre,1013762,en,Chocolate City 3: Live Tour,0.6,2022-06-24,0.0,93,Released,Chocolate City 3: Live Tour,10.0,1,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
420,False,1070774,The Sea Beast Collection,0.0,Animation,560057,en,The Sea Beast,110.5,2022-06-24,0.0,119,Released,The Sea Beast,7.59,948,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
424,False,1010712,Fullmetal Alchemist (Live-Action) Collection,0.0,Action,960704,ja,鋼の錬金術師 完結編 最後の錬成,262.54,2022-06-24,0.0,143,Released,Fullmetal Alchemist: The Final Alchemy,6.35,128,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Japanese
427,False,939227,Beavis and Butt-Head Collection,0.0,Animation,828947,en,Beavis and Butt-Head Do the Universe,13.66,2022-06-23,0.0,86,Released,Beavis and Butt-Head Do the Universe,7.13,131,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
430,False,932101,Keluarga Cemara Collection,0.0,Drama,779890,id,Keluarga Cemara 2,4.2,2022-06-23,0.0,114,Released,Cemara's Family 2,5.67,3,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Indonesian
432,False,1044973,Irodori (Aya) Collection,0.0,no_genre,1029219,ja,彩(IRODORI)にっぽん 4K HDR 紀行 Vol.3,0.6,2022-06-21,0.0,54,Released,彩(IRODORI)にっぽん 4K HDR 紀行 Vol.3,0.0,0,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Japanese
433,False,1014599,The House in Between Collection,0.0,Horror,972711,en,The House In Between: Part 2,2.45,2022-06-21,0.0,102,Released,The House In Between: Part 2,5.0,2,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
436,False,245198,Feluda Collection,0.0,Crime,949687,bn,ফেলুদার গোয়েন্দাগিরি: দার্জিলিং জমজমাট,1.86,2022-06-17,0.0,143,Released,Feludar Goyendagiri: Darjeeling Jawmjawmaat,5.5,2,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,"Bengali, Bangla"
439,False,969662,Nagabonar Collection,0.0,Comedy,798840,id,Naga Naga Naga,0.7,2022-06-16,0.0,96,Released,Naga Naga Naga,0.0,0,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Indonesian
441,False,619533,The Witch Collection,0.0,Action,615173,ko,마녀 2,101.19,2022-06-15,23000000.0,137,Released,The Witch: Part 2. The Other One,7.3,113,22-Jun,296.311,296.797,0.001637483,0.0,0.0,37662.11,23037662.11,Korean
445,False,620873,Dragon Ball Super Collection,0.0,Animation,610150,ja,ドラゴンボール超 スーパーヒーロー,328.4,2022-06-11,86562140.0,99,Released,Dragon Ball Super: Super Hero,7.96,2161,22-Jun,296.311,296.797,0.001637483,0.0,0.0,141744.02,86703884.02,Japanese
448,False,925487,The Exam,4000000.0,Drama,925471,hu,A játszma,1.24,2022-06-09,0.0,112,Released,The Game,6.5,4,22-Jun,296.311,296.797,0.001637483,6549.93,4006549.93,0.0,0.0,Hungarian
449,False,383032,Honto Ni Atta! Noroi no Video Collection,0.0,Horror,990973,ja,ほんとにあった！呪いのビデオ96,0.6,2022-06-08,0.0,78,Released,Honto ni Atta! Noroi no Video 96,0.0,0,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,Japanese
450,False,1068160,The Male Gaze  Collection,0.0,Drama,980656,en,The Male Gaze: Fleeting Glances,0.6,2022-06-03,0.0,100,Released,The Male Gaze: Fleeting Glances,0.0,0,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
453,False,970645,Stargirl Collection,0.0,Comedy,799883,en,Hollywood Stargirl,16.26,2022-06-03,0.0,105,Released,Hollywood Stargirl,6.71,38,22-Jun,296.311,296.797,0.001637483,0.0,0.0,0.0,0.0,English
